CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Point Earned,Geography_Germany,Geography_Spain,Gender_Male,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER
0.6858540005480489,-1.5362862495217868,-1.044328352128804,0.29281386958351724,2,0,1,1.4898107595075631,1.4140565116836559,-1.1270904101494117,False,False,False,False,True,False
0.1059502309118189,-0.37710743339921027,0.3394607687043939,0.3937879143449568,1,1,0,-1.4117544742943555,-0.7188927863119282,0.23296129085534154,False,False,False,False,False,False
0.3544804178987746,0.20248197466207804,-1.044328352128804,0.6983449607716111,2,0,0,0.3477096002911648,-0.7188927863119282,1.451708919028432,False,True,True,True,False,False
0.7790528206681573,0.10588373998519666,1.031355329120993,0.44794151592134734,1,1,0,-0.666294782912362,0.7030734123517945,-0.8488980167620758,True,False,True,True,False,False
-1.4473634377566544,2.3276431375534683,1.031355329120993,-1.2202817010293792,2,1,1,0.2608058597559034,-0.7188927863119282,1.5621027259281686,False,False,True,False,False,True
-0.3393330207731434,1.1684643214308919,1.7232498895375918,1.459034646306588,1,0,0,-0.11954710732836199,-0.007909686980066836,-0.2969289822633935,True,False,False,False,True,False
-1.5509176823345527,-0.4737056680760916,-0.352433791712205,-1.2202817010293792,2,1,0,-1.5225535625709545,-0.7188927863119282,0.6215474911424139,False,False,False,False,False,False
-0.7535499990847363,0.8786696174002477,0.3394607687043939,1.660512300151791,1,1,0,1.6234773843573187,-0.7188927863119282,0.776098820802045,False,True,True,True,False,False
1.607486777291343,-1.4396880148449054,0.3394607687043939,1.0737745756116193,2,1,0,1.492157754561205,1.4140565116836559,-0.27043446860745673,True,False,True,False,False,False
-0.1736462294485063,-0.9566968414604985,0.6854080489126934,1.5025165498832598,1,1,0,-1.671581134281732,-0.007909686980066836,0.029836686159826434,False,False,False,False,False,False
-0.2668450495686147,-0.6669021374298544,-1.044328352128804,0.051013775471878714,2,1,1,0.7861136206467509,-1.4298758856437896,1.71223830331181,False,False,False,False,False,True
0.3855466912721441,1.0718660867540104,-0.006486511503905553,-1.2202817010293792,2,1,0,0.1727072125873541,-1.4298758856437896,1.200011039297033,False,True,False,False,True,False
0.1991490510319273,-0.0873127293685661,1.031355329120993,-1.2202817010293792,2,1,0,-0.2829976285444748,0.7030734123517945,0.8555823617698551,False,False,False,False,True,False
1.6281976262069227,0.7820713827233663,-1.3902756323371035,1.5337334889686065,1,1,1,-0.6034769833833254,0.7030734123517945,0.8953241322537603,True,False,True,False,False,True
